age,state,education_level,employment_type,employment_stability_months,monthly_income,monthly_rent,monthly_cashflow,rent_payment_consistency,utility_payment_consistency,phone_payment_consistency,insurance_payment_consistency,num_subscriptions,subscription_payment_consistency,minimum_bank_balance,monthly_savings,savings_goal_completion_rate,p2p_monthly_volume,risky_p2p_ratio,monthly_overdrafts,credit_score,loan_approval
48,CA,graduate,gig,3,3542,701,2232,0.526,0.565,0.609,0.6,1,0.617,460,647,0.553,310,0.04,1,539,No
39,MA,graduate,gig,8,4722,765,3684,0.552,0.428,0.6,0.549,1,0.855,921,736,0.555,1017,0.215,1,570,Yes
43,OH,high_school,gig,1,5379,779,3953,0.7,0.689,0.749,0.611,3,0.803,471,1157,0.419,934,0.193,1,539,No
36,MD,high_school,gig,9,4063,769,2500,0.601,0.554,0.6,0.761,8,0.904,356,585,0.442,741,0.067,1,562,No
46,NY,bachelors,part_time,12,4324,1197,2674,0.599,0.639,0.647,0.5,7,0.902,655,548,0.654,108,0.23,1,591,Yes
38,MI,bachelors,part_time,16,3567,770,1687,0.74,0.821,0.89,0.544,7,0.541,569,190,0.492,116,0.155,2,613,Yes
47,VA,high_school,part_time,10,4458,1050,2613,0.579,0.597,0.631,0.5,0,0.843,565,576,0.35,344,0.227,2,560,No
36,MA,graduate,part_time,3,4421,1177,2556,0.687,0.827,0.734,0.669,2,0.822,926,214,0.452,108,0.229,1,580,Yes
46,WI,high_school,part_time,10,3518,683,2193,0.624,0.702,0.781,0.5,2,0.648,319,352,0.423,550,0.208,2,570,No
47,AZ,graduate,part_time,19,4136,965,3181,0.693,0.7,0.652,0.659,4,0.574,579,771,0.365,509,0.018,1,618,No
48,MA,graduate,part_time,14,3532,520,2486,0.811,0.731,0.658,0.875,7,0.888,632,534,0.264,29,0.139,2,611,No
45,WI,bachelors,part_time,18,4756,894,3598,0.825,0.878,0.897,0.998,0,0.63,1041,641,0.117,950,0.133,2,622,Yes
40,MI,some_college,part_time,10,4327,987,2224,0.687,0.622,0.6,0.856,1,0.965,765,144,0.137,295,0.074,2,586,No
49,IL,high_school,part_time,14,4261,499,2634,0.685,0.714,0.685,0.808,0,0.623,474,631,0.342,746,0.253,1,592,Yes
36,OH,bachelors,part_time,2,5491,1200,3643,0.652,0.597,0.6,0.647,1,0.537,689,281,0.0,55,0.192,1,553,No
42,NY,some_college,part_time,9,4830,997,3182,0.814,0.772,0.803,0.913,1,0.989,586,289,0.401,802,0.278,1,611,Yes
44,NJ,some_college,full_time,41,4043,1085,1950,0.81,0.696,0.736,0.72,5,0.834,679,446,0.344,145,0.124,2,627,No
41,MO,bachelors,full_time,18,3929,849,2987,0.888,0.859,0.952,1.0,5,0.53,357,785,0.574,872,0.197,1,654,Yes
41,VA,some_college,full_time,49,4636,779,3712,0.704,0.763,0.762,0.708,2,0.754,368,211,0.298,647,0.014,2,616,No
50,OH,graduate,full_time,24,5326,1045,4213,0.644,0.731,0.787,0.67,2,0.679,623,949,0.446,988,0.076,1,638,Yes
45,AZ,bachelors,full_time,49,4002,434,2431,0.613,0.479,0.6,0.596,6,0.784,824,683,0.496,559,0.13,2,610,No
48,MD,graduate,full_time,36,3925,908,2102,0.591,0.707,0.658,0.5,4,0.827,518,411,0.175,22,0.266,1,611,No
48,WI,some_college,full_time,30,4225,1148,1994,0.674,0.552,0.642,0.741,3,0.571,717,225,0.0,577,0.043,2,592,No
37,OH,bachelors,full_time,39,4947,888,3523,0.55,0.518,0.6,0.724,2,0.686,852,379,0.324,608,0.074,1,623,Yes
40,MO,graduate,full_time,45,5420,558,4351,0.729,0.626,0.686,0.809,1,0.893,812,1207,0.597,537,0.101,2,642,No
47,IN,graduate,full_time,21,4776,762,3860,0.85,0.752,0.674,0.703,1,0.747,984,850,0.658,294,0.132,1,645,Yes
40,OH,some_college,self_employed,27,5347,424,4578,0.74,0.652,0.6,0.674,6,0.551,728,1162,0.634,1364,0.083,1,600,Yes
37,GA,graduate,self_employed,44,3834,965,2511,0.702,0.839,0.834,0.619,0,0.969,694,630,0.521,617,0.049,2,621,No
45,MA,some_college,self_employed,32,4230,573,2948,0.812,0.932,0.96,0.689,4,0.591,713,382,0.118,770,0.069,2,609,Yes
47,WI,some_college,self_employed,43,4402,932,2660,0.667,0.741,0.693,0.718,5,0.56,338,385,0.284,774,0.05,2,586,No
47,NJ,graduate,self_employed,4,4568,794,3629,0.587,0.586,0.6,0.653,5,0.738,418,205,0.0,398,0.02,2,534,No
41,GA,some_college,self_employed,6,3605,887,1892,0.687,0.792,0.795,0.844,2,0.806,805,515,0.41,87,0.223,2,584,Yes
46,WI,bachelors,self_employed,43,4913,864,3860,0.756,0.874,0.886,0.747,2,0.706,896,193,0.0,308,0.052,2,616,No
48,VA,bachelors,self_employed,36,3748,934,2366,0.572,0.601,0.68,0.661,6,0.886,354,242,0.393,635,0.272,2,570,No
37,WI,graduate,self_employed,3,4442,769,3797,0.512,0.412,0.6,0.5,8,0.763,370,601,0.019,579,0.282,2,564,No
40,NY,high_school,self_employed,24,3749,626,2495,0.677,0.715,0.616,0.707,5,0.758,720,327,0.372,346,0.285,1,584,Yes
41,IL,graduate,self_employed,11,3588,703,2580,0.861,0.828,0.785,0.676,6,0.564,364,405,0.218,553,0.273,2,582,Yes
50,NJ,bachelors,self_employed,39,3962,1066,2859,0.865,0.92,0.86,1.0,6,0.573,586,418,0.39,302,0.181,1,637,Yes
48,NC,graduate,unemployed,2,5315,786,3944,0.887,0.87,0.859,0.718,6,0.782,985,1049,0.65,737,0.16,2,577,No
36,MA,graduate,unemployed,1,4309,1061,3224,0.756,0.9,0.843,0.577,1,0.752,727,687,0.397,625,0.268,2,550,No
40,AZ,high_school,unemployed,2,4677,617,2976,0.796,0.753,0.661,0.832,4,0.991,1042,475,0.028,450,0.001,1,544,No
37,VA,graduate,unemployed,0,5142,921,4000,0.658,0.682,0.771,0.645,2,0.878,1028,973,0.751,451,0.2,1,556,No
41,PA,high_school,unemployed,2,5089,908,3366,0.646,0.763,0.778,0.5,2,0.926,385,633,0.281,675,0.152,1,523,No
47,WA,bachelors,unemployed,0,4124,585,3090,0.652,0.504,0.6,0.5,0,0.938,515,533,0.368,417,0.196,2,522,No
40,NJ,graduate,unemployed,0,3649,651,2101,0.762,0.649,0.71,0.856,6,0.866,567,428,0.516,454,0.26,2,544,No
42,NC,graduate,unemployed,2,3590,425,2987,0.875,0.755,0.801,0.871,3,0.624,508,890,0.767,750,0.177,1,582,No
40,TX,graduate,unemployed,1,3903,796,2261,0.764,0.805,0.847,0.897,8,0.955,561,218,0.0,366,0.268,2,549,No
40,AZ,graduate,unemployed,2,5491,783,4197,0.549,0.444,0.6,0.642,7,0.654,637,722,0.261,478,0.188,2,568,No
43,NC,some_college,unemployed,0,3854,828,2301,0.774,0.676,0.689,0.58,3,0.857,622,451,0.573,163,0.037,2,542,No
37,MI,high_school,unemployed,1,3933,541,3373,0.787,0.922,0.844,0.847,5,0.71,839,575,0.26,847,0.2,1,553,No
40,MD,some_college,gig,6,4146,2055,1453,0.534,0.413,0.6,0.66,7,0.826,616,358,0.594,230,0.226,2,552,No
42,WA,graduate,gig,6,4320,1715,2409,0.519,0.475,0.6,0.5,5,0.925,414,382,0.216,328,0.278,2,539,No
44,MD,some_college,gig,10,4563,2213,1982,0.723,0.72,0.628,0.591,5,0.65,531,181,0.142,567,0.109,2,562,No
43,NC,graduate,gig,4,5104,1675,2382,0.514,0.478,0.6,0.5,4,0.707,1117,239,0.0,166,0.24,1,525,No
47,GA,some_college,gig,9,3888,1944,2076,0.828,0.947,0.912,0.828,1,0.9,588,450,0.375,257,0.151,1,608,No
47,MD,some_college,gig,8,4092,1928,1378,0.657,0.61,0.6,0.84,6,0.804,881,188,0.398,267,0.063,2,570,No
39,TX,graduate,gig,10,4831,2227,2476,0.763,0.711,0.72,0.705,6,0.957,675,666,0.633,208,0.242,2,594,No
44,MA,high_school,gig,7,4395,1712,2616,0.761,0.888,0.972,0.613,6,0.952,786,523,0.55,113,0.232,2,587,No
50,AZ,graduate,gig,7,4734,1827,2409,0.781,0.682,0.673,0.774,8,0.642,661,638,0.732,496,0.29,2,590,No
45,CA,high_school,gig,8,5315,1299,3642,0.552,0.699,0.636,0.5,1,0.803,444,898,0.565,260,0.251,2,549,No
48,MD,high_school,part_time,14,5262,1948,3002,0.517,0.449,0.6,0.5,6,0.586,635,890,0.456,705,0.055,1,576,No
46,VA,some_college,part_time,17,5121,1682,3295,0.515,0.411,0.6,0.5,2,0.692,632,719,0.192,283,0.004,2,569,No
45,TX,bachelors,part_time,21,5049,2279,2152,0.769,0.887,0.939,0.654,4,0.765,522,617,0.304,286,0.111,2,620,No
38,CA,graduate,part_time,12,4555,1310,3186,0.556,0.487,0.6,0.637,3,0.543,961,168,0.097,685,0.167,1,578,No
50,GA,graduate,part_time,5,3764,1882,1370,0.696,0.652,0.664,0.611,6,0.532,354,190,0.547,172,0.096,2,564,No
38,AZ,graduate,part_time,6,5361,1997,3006,0.542,0.66,0.6,0.727,3,0.899,866,804,0.599,183,0.139,1,604,No
50,NC,some_college,part_time,7,4814,1401,3041,0.832,0.749,0.715,0.989,0,0.718,702,801,0.551,627,0.193,2,606,No
43,PA,high_school,part_time,13,3886,1640,1728,0.741,0.772,0.786,0.667,7,0.959,692,133,0.447,354,0.18,2,601,No
37,TX,some_college,part_time,10,5443,1789,2944,0.816,0.693,0.602,0.95,0,0.917,984,777,0.661,333,0.179,1,618,No
40,NC,graduate,part_time,6,5295,1641,3556,0.616,0.529,0.6,0.5,6,0.794,597,316,0.334,15,0.189,2,580,Yes
42,NJ,some_college,full_time,20,4970,2224,2451,0.563,0.565,0.616,0.5,7,0.961,611,418,0.075,223,0.057,1,600,No
36,OH,graduate,full_time,37,5342,1322,3542,0.754,0.646,0.628,0.62,6,0.823,781,571,0.221,824,0.111,2,621,Yes
43,MI,some_college,full_time,40,4839,1256,2887,0.61,0.586,0.657,0.524,2,0.856,958,399,0.45,778,0.201,2,611,Yes
37,OH,graduate,full_time,38,4184,1807,1379,0.633,0.623,0.691,0.592,5,0.986,788,350,0.518,55,0.236,2,621,Yes
41,MD,bachelors,full_time,47,4941,2359,1912,0.663,0.75,0.753,0.519,3,0.853,702,246,0.067,404,0.221,1,620,No
38,TX,bachelors,full_time,25,3876,1461,2163,0.793,0.744,0.699,0.651,5,0.92,405,454,0.258,406,0.124,1,618,No
39,NY,graduate,full_time,49,3617,1578,999,0.718,0.634,0.6,0.594,2,0.795,348,53,0.276,185,0.192,1,617,No
45,TX,high_school,full_time,28,4806,1956,2419,0.787,0.839,0.857,0.666,6,0.949,761,136,0.296,693,0.194,1,631,Yes
44,MI,some_college,full_time,21,4458,2229,1556,0.801,0.771,0.809,0.773,7,0.753,542,233,0.588,193,0.182,2,634,Yes
36,OH,bachelors,full_time,18,4892,2357,2398,0.707,0.709,0.704,0.658,0,0.765,613,228,0.363,437,0.05,2,624,Yes
49,NJ,some_college,full_time,10,3799,1631,1219,0.679,0.774,0.768,0.77,4,0.859,787,341,0.753,310,0.213,1,622,Yes
39,NC,bachelors,self_employed,27,5099,1693,2687,0.85,0.994,1.0,0.998,1,0.523,459,776,0.638,761,0.116,1,640,Yes
44,IN,graduate,self_employed,8,5166,2324,2247,0.778,0.915,0.939,0.786,4,0.802,1150,612,0.697,665,0.203,1,622,No
47,GA,high_school,self_employed,15,4163,2054,1833,0.767,0.699,0.715,0.674,8,0.614,721,489,0.561,28,0.036,1,600,No
37,TN,some_college,self_employed,16,5147,1476,3364,0.886,0.917,0.832,0.725,8,0.904,456,734,0.231,952,0.24,2,595,No
38,GA,some_college,self_employed,40,3563,1212,1504,0.732,0.691,0.745,0.753,3,0.621,708,314,0.53,347,0.02,1,618,Yes
43,FL,some_college,self_employed,34,3593,1575,1014,0.72,0.844,0.899,0.774,0,0.917,368,138,0.0,125,0.029,1,594,Yes
45,CA,high_school,self_employed,36,4928,1228,3893,0.776,0.823,0.893,0.671,7,0.688,622,1128,0.407,356,0.282,2,593,Yes
48,FL,graduate,self_employed,31,5269,2245,2769,0.649,0.521,0.6,0.5,7,0.652,884,217,0.443,59,0.269,1,582,Yes
44,NC,high_school,self_employed,10,5481,1581,2677,0.521,0.558,0.6,0.5,8,0.967,577,553,0.454,116,0.054,2,561,No
36,IL,some_college,self_employed,10,4267,2133,1337,0.606,0.479,0.6,0.5,5,0.593,608,120,0.0,21,0.265,1,546,No
47,IL,some_college,unemployed,1,4094,1539,1931,0.856,0.854,0.903,0.951,1,0.7,617,151,0.116,479,0.238,2,553,No
36,NJ,high_school,unemployed,1,3867,1855,1822,0.576,0.545,0.6,0.5,2,0.716,425,98,0.0,306,0.025,2,548,No
40,OH,bachelors,unemployed,1,5436,1224,3498,0.531,0.538,0.6,0.703,5,0.514,670,454,0.276,1027,0.096,1,529,No
39,AZ,bachelors,unemployed,1,5100,2216,2749,0.681,0.678,0.68,0.612,3,0.998,880,407,0.392,41,0.102,2,532,No
37,IL,graduate,unemployed,0,4518,1534,2079,0.682,0.71,0.683,0.782,2,0.774,721,165,0.273,241,0.039,1,551,No
39,OH,graduate,unemployed,1,4023,1256,2900,0.84,0.85,0.878,0.982,0,0.682,409,175,0.01,67,0.202,1,558,No
37,NY,graduate,unemployed,1,4972,1381,3492,0.767,0.699,0.79,0.899,7,0.783,1053,660,0.649,183,0.049,1,570,No
46,MI,bachelors,unemployed,2,4737,1251,3089,0.717,0.591,0.673,0.68,8,0.56,399,250,0.46,864,0.082,2,526,No
42,TX,graduate,unemployed,0,4451,2099,1956,0.734,0.685,0.647,0.907,6,0.869,398,116,0.0,96,0.135,1,535,No
43,PA,some_college,unemployed,0,5053,1282,3534,0.766,0.783,0.747,0.858,5,0.979,610,622,0.15,942,0.197,1,550,No
50,MO,some_college,unemployed,0,4223,2111,1729,0.607,0.626,0.702,0.5,3,0.68,634,161,0.162,175,0.186,2,525,No
43,NC,some_college,gig,5,5326,2565,2402,0.512,0.607,0.6,0.5,8,0.7,737,548,0.637,315,0.23,2,528,No
39,NJ,some_college,gig,8,4699,2349,1429,0.789,0.757,0.851,0.689,3,0.801,742,268,0.473,207,0.05,2,593,No
49,CA,bachelors,gig,6,3962,1981,2096,0.876,0.915,0.841,0.835,1,0.706,412,246,0.0,268,0.207,1,588,No
50,AZ,some_college,gig,2,4911,2455,1785,0.585,0.486,0.6,0.681,6,0.591,528,251,0.002,282,0.08,2,543,No
40,PA,bachelors,gig,5,3916,1958,1182,0.534,0.415,0.6,0.5,4,0.647,627,200,0.212,41,0.19,2,521,No
40,VA,high_school,gig,9,4275,2137,2244,0.53,0.567,0.6,0.726,6,0.637,635,454,0.646,396,0.086,1,565,No
43,OH,bachelors,gig,2,4991,2495,2159,0.761,0.797,0.76,0.665,7,0.687,857,546,0.422,2,0.018,2,568,No
46,NC,some_college,gig,9,3654,1827,936,0.692,0.713,0.618,0.529,5,0.979,719,177,0.235,100,0.299,1,565,No
40,MO,graduate,gig,7,5351,2675,2545,0.756,0.854,0.756,0.851,2,0.654,999,755,0.675,275,0.19,2,601,No
37,WI,graduate,gig,1,4985,2492,2272,0.751,0.673,0.672,0.705,4,0.804,1032,197,0.388,65,0.156,1,569,No
37,TX,graduate,gig,1,5239,2619,2732,0.64,0.493,0.6,0.515,2,0.659,501,813,0.344,45,0.0,2,543,No
38,IN,graduate,gig,1,4642,2321,2453,0.885,0.926,0.855,1.0,2,0.53,620,171,0.288,631,0.164,2,586,No
45,IL,bachelors,part_time,9,4738,2369,1892,0.513,0.4,0.6,0.595,1,0.639,547,216,0.0,487,0.067,2,556,No
42,IL,bachelors,part_time,21,3638,1819,1547,0.708,0.836,0.833,0.709,4,0.728,449,259,0.297,458,0.226,2,598,No
36,TN,graduate,part_time,21,4196,2098,1719,0.73,0.778,0.795,0.639,3,0.695,588,287,0.466,102,0.012,2,619,Yes
37,GA,bachelors,part_time,15,4148,2074,2021,0.728,0.87,0.963,0.815,6,0.871,855,369,0.526,419,0.186,2,629,Yes
42,MA,bachelors,part_time,11,3933,1966,1104,0.863,0.831,0.758,0.998,1,0.899,346,79,0.019,199,0.05,1,607,No
37,NC,some_college,part_time,20,4578,2289,1433,0.638,0.576,0.631,0.57,3,0.661,599,192,0.449,328,0.073,2,583,No
47,NJ,bachelors,part_time,11,5331,2665,2281,0.683,0.601,0.649,0.651,5,0.864,999,302,0.067,338,0.281,2,568,No
49,TN,high_school,part_time,12,4811,2405,2417,0.822,0.904,1.0,0.973,7,0.794,818,226,0.052,702,0.228,1,611,No
45,MD,bachelors,part_time,4,4313,2156,1548,0.88,0.899,0.852,0.817,0,0.91,753,208,0.0,0,0.018,2,586,No
38,MD,graduate,part_time,7,4079,2039,1239,0.796,0.787,0.736,0.842,8,0.67,738,124,0.466,246,0.113,1,618,No
40,CA,some_college,part_time,8,3767,1883,1062,0.608,0.612,0.617,0.588,6,0.895,398,288,0.288,269,0.18,2,556,No
42,OH,some_college,full_time,58,5347,2673,2598,0.777,0.639,0.705,0.848,1,0.74,1046,653,0.232,251,0.061,1,639,No
49,TX,bachelors,full_time,42,4265,2132,1672,0.712,0.652,0.646,0.728,6,0.527,435,90,0.171,101,0.026,2,617,No
46,MD,high_school,full_time,26,5360,2680,2067,0.596,0.571,0.6,0.528,7,0.892,767,544,0.432,467,0.113,2,600,Yes
39,WI,high_school,full_time,30,4012,2006,1256,0.632,0.741,0.755,0.514,5,0.886,735,96,0.0,195,0.187,2,596,No
44,GA,some_college,full_time,36,4766,2383,1809,0.575,0.709,0.766,0.5,5,0.839,1060,231,0.349,322,0.101,1,617,Yes
36,CA,graduate,full_time,33,4385,2192,1712,0.654,0.589,0.676,0.838,1,0.873,524,434,0.494,160,0.032,2,628,No
39,MA,some_college,full_time,17,5004,2502,1674,0.779,0.879,0.813,0.846,3,0.527,812,106,0.167,422,0.143,1,635,Yes
47,MA,some_college,full_time,52,5133,2566,2043,0.685,0.568,0.646,0.721,2,0.769,793,493,0.545,86,0.178,2,620,Yes
49,WA,high_school,full_time,16,4735,2367,1140,0.771,0.722,0.775,0.667,4,0.657,935,244,0.304,152,0.13,2,617,Yes
36,IL,bachelors,full_time,38,4028,2014,1160,0.621,0.518,0.6,0.661,7,0.769,501,201,0.052,35,0.151,1,611,Yes
36,MA,graduate,full_time,10,3755,1877,1378,0.876,0.95,0.99,0.995,7,0.572,643,187,0.0,65,0.272,1,635,Yes
37,TN,high_school,full_time,50,4445,2222,1133,0.597,0.657,0.6,0.695,3,0.553,398,244,0.139,249,0.176,1,594,No
41,TN,some_college,self_employed,25,4485,2242,1757,0.638,0.682,0.6,0.71,3,0.935,847,419,0.471,514,0.102,1,600,No
50,VA,high_school,self_employed,39,4301,2150,1492,0.643,0.634,0.73,0.539,6,0.839,374,231,0.346,298,0.267,2,576,No
39,CA,graduate,self_employed,19,4294,2147,1248,0.637,0.751,0.689,0.799,6,0.558,905,130,0.262,212,0.295,2,588,No
44,WI,graduate,self_employed,27,3804,1902,2090,0.662,0.69,0.742,0.694,2,0.821,530,401,0.591,319,0.167,2,603,No
44,OH,graduate,self_employed,14,4486,2243,1373,0.534,0.512,0.609,0.639,5,0.581,758,157,0.053,292,0.263,2,565,No
47,PA,bachelors,self_employed,41,3660,1830,1487,0.594,0.726,0.648,0.5,4,0.703,777,359,0.249,199,0.061,2,591,No
49,CA,graduate,self_employed,44,4370,2185,1362,0.835,0.794,0.788,0.93,6,0.502,844,127,0.0,96,0.104,1,629,No
41,WI,some_college,self_employed,11,4301,2150,2268,0.708,0.798,0.702,0.632,4,0.94,863,515,0.285,163,0.141,2,582,No
47,OH,graduate,self_employed,37,4410,2205,2076,0.799,0.747,0.695,0.601,5,0.92,384,392,0.493,154,0.004,2,615,Yes
49,IN,bachelors,self_employed,13,5188,2594,2429,0.766,0.74,0.659,0.767,1,0.781,544,515,0.523,65,0.213,1,607,No
43,OH,high_school,self_employed,23,5128,2564,1696,0.755,0.732,0.664,0.788,6,0.825,1106,213,0.057,37,0.195,1,592,Yes
39,IL,high_school,unemployed,1,3911,1955,2077,0.767,0.798,0.729,0.863,3,0.745,421,432,0.235,110,0.198,1,539,No
47,MA,graduate,unemployed,1,4417,2208,1207,0.832,0.857,0.928,0.764,3,0.527,598,197,0.064,34,0.038,1,562,No
49,IN,high_school,unemployed,1,4775,2387,1414,0.642,0.732,0.749,0.641,8,0.751,479,72,0.23,167,0.036,1,527,No
37,AZ,high_school,unemployed,1,4003,2001,1088,0.843,0.825,0.838,0.905,8,0.951,400,90,0.435,198,0.033,2,553,No
45,MD,some_college,unemployed,1,4864,2432,1935,0.622,0.729,0.795,0.767,4,0.595,986,490,0.651,327,0.137,1,555,No
50,NJ,graduate,unemployed,2,3986,1993,1983,0.75,0.605,0.694,0.829,1,0.849,654,456,0.607,527,0.056,2,554,No
48,WA,some_college,unemployed,1,5064,2532,2037,0.823,0.95,0.984,0.637,4,0.543,863,117,0.045,575,0.233,2,544,No
44,CA,some_college,unemployed,0,3585,1792,1813,0.768,0.626,0.622,0.745,3,0.775,564,518,0.367,437,0.119,2,539,No
39,MI,some_college,unemployed,1,4824,2412,1698,0.81,0.811,0.843,0.806,6,0.742,694,127,0.228,1,0.104,1,551,No
49,TN,graduate,unemployed,1,5233,2616,2355,0.691,0.637,0.685,0.6,7,0.601,583,348,0.432,5,0.177,1,545,No
46,NY,some_college,gig,7,7681,907,5999,0.802,0.807,0.867,0.938,8,0.562,2073,1095,0.654,279,0.29,0,625,No
41,NY,high_school,gig,1,6614,907,4708,0.725,0.73,0.633,0.554,1,0.89,1172,1450,0.681,956,0.231,1,560,No
36,IN,some_college,gig,1,5643,861,4132,0.703,0.649,0.663,0.724,3,0.815,1386,705,0.548,1172,0.07,0,574,No
39,MD,bachelors,gig,3,5939,988,4173,0.651,0.521,0.6,0.595,1,0.601,609,723,0.606,1109,0.191,0,553,No
37,OH,high_school,gig,10,7887,1071,6693,0.802,0.833,0.858,0.617,4,0.583,1699,774,0.04,1156,0.135,1,596,No
48,AZ,graduate,gig,5,6071,652,4316,0.895,0.862,0.918,0.702,6,0.916,1628,996,0.725,145,0.268,0,617,No
45,MO,some_college,gig,8,7426,963,5585,0.684,0.622,0.648,0.767,8,0.55,1034,891,0.434,1164,0.199,0,589,No
48,CA,some_college,gig,1,7064,648,5972,0.689,0.643,0.645,0.625,1,0.775,872,930,0.532,159,0.244,1,554,No
42,MD,high_school,gig,1,7352,905,5740,0.555,0.616,0.604,0.5,2,0.882,2021,658,0.023,909,0.096,1,540,No
50,OH,high_school,gig,6,6260,643,4959,0.667,0.63,0.6,0.604,7,0.555,1717,706,0.441,966,0.199,1,582,No
37,MD,bachelors,gig,5,6275,814,5211,0.837,0.83,0.873,0.908,5,0.547,1562,933,0.33,363,0.107,1,590,No
44,PA,bachelors,gig,7,7678,549,6832,0.788,0.835,0.757,0.779,0,0.854,2021,1307,0.145,1895,0.031,0,611,No
44,MA,bachelors,part_time,18,6910,476,5265,0.671,0.742,0.751,0.765,5,0.53,1262,1665,0.927,18,0.291,1,625,No
49,AZ,bachelors,part_time,9,7887,628,6390,0.629,0.498,0.6,0.771,8,0.977,870,2111,0.54,1526,0.27,1,595,Yes
45,WI,bachelors,part_time,22,6117,650,5269,0.889,0.846,0.917,0.742,5,0.726,1026,944,0.587,690,0.217,0,651,Yes
44,IL,some_college,part_time,22,5530,1055,4102,0.885,1.0,1.0,0.836,1,0.689,1288,1176,0.508,329,0.215,1,646,Yes
47,IL,graduate,part_time,15,6527,892,4480,0.881,1.0,1.0,0.892,3,0.842,1102,1560,0.679,909,0.226,1,657,Yes
49,IL,some_college,part_time,14,6275,525,5748,0.79,0.925,0.978,0.664,2,0.967,1508,775,0.422,1,0.26,0,643,Yes
45,IN,high_school,part_time,3,6526,1149,4458,0.644,0.597,0.65,0.8,8,0.806,1068,1446,0.881,489,0.026,0,593,No
39,IN,some_college,part_time,5,5614,607,4656,0.56,0.553,0.6,0.531,4,0.936,571,1610,0.74,1119,0.285,1,554,No
45,TX,some_college,part_time,11,8423,847,6562,0.578,0.662,0.687,0.553,8,0.709,2274,1325,0.426,790,0.088,0,599,Yes
46,OH,some_college,part_time,14,7645,951,6181,0.508,0.409,0.6,0.5,7,0.589,1678,1624,0.399,956,0.28,0,584,No
36,NY,graduate,full_time,59,7769,700,6956,0.541,0.439,0.6,0.665,2,0.757,799,2338,0.793,829,0.093,1,629,Yes
46,TX,high_school,full_time,33,7546,688,6771,0.673,0.823,0.742,0.567,3,0.929,1780,1064,0.071,1460,0.285,0,627,Yes
38,VA,bachelors,full_time,29,6088,936,4923,0.835,0.777,0.856,0.665,0,0.767,1012,1249,0.764,774,0.046,1,653,Yes
46,IN,bachelors,full_time,47,5507,923,4225,0.671,0.532,0.6,0.512,0,0.87,1421,615,0.225,12,0.089,0,625,Yes
46,WA,high_school,full_time,21,6874,604,5535,0.856,0.747,0.741,0.996,1,0.982,1259,1420,0.541,589,0.096,0,649,Yes
37,IL,high_school,full_time,48,7263,757,6382,0.864,0.797,0.857,1.0,8,0.786,1229,1822,0.78,28,0.138,1,669,Yes
48,CA,bachelors,full_time,56,6202,1031,4799,0.568,0.616,0.647,0.5,0,0.92,1158,593,0.272,479,0.279,1,611,Yes
40,VA,bachelors,full_time,49,7364,988,6078,0.602,0.695,0.631,0.762,8,0.848,1167,1760,0.386,11,0.246,0,631,Yes
48,IN,high_school,full_time,17,8177,585,6672,0.735,0.884,0.906,0.668,1,0.922,2245,1580,0.246,1669,0.047,0,656,Yes
41,PA,some_college,full_time,38,5733,888,4318,0.611,0.737,0.788,0.512,4,0.619,856,1472,0.832,748,0.014,0,651,No
48,IN,some_college,self_employed,36,6481,974,5063,0.884,0.823,0.794,0.692,6,0.677,920,1245,0.352,1497,0.169,0,625,Yes
36,FL,bachelors,self_employed,45,7641,820,6719,0.615,0.588,0.654,0.619,2,0.795,835,1208,0.072,1995,0.017,0,600,Yes
37,NJ,high_school,self_employed,39,6870,998,5433,0.547,0.435,0.6,0.5,7,0.585,768,613,0.078,526,0.141,0,575,No
37,CA,high_school,self_employed,20,7484,657,6264,0.58,0.507,0.6,0.62,8,0.844,2118,1456,0.363,996,0.226,0,588,Yes
36,WA,some_college,self_employed,35,7312,538,6646,0.651,0.519,0.6,0.707,7,0.632,947,1592,0.505,395,0.131,0,596,Yes
49,CA,bachelors,self_employed,30,6043,946,4143,0.622,0.647,0.685,0.59,6,0.509,1082,1216,0.484,903,0.112,0,604,Yes
44,AZ,high_school,self_employed,13,5710,622,4787,0.579,0.569,0.647,0.622,5,0.575,1523,1141,0.326,499,0.146,1,583,No
44,CA,some_college,self_employed,41,6442,1174,4448,0.584,0.621,0.6,0.706,5,0.568,1543,1389,0.35,1100,0.295,1,595,No
50,TX,high_school,self_employed,20,6469,697,5427,0.534,0.569,0.6,0.638,4,0.728,1072,1529,0.385,1339,0.135,1,574,No
36,MO,graduate,self_employed,46,7858,827,6933,0.527,0.47,0.6,0.5,5,0.787,2272,1097,0.247,1597,0.279,0,599,Yes
50,NY,high_school,unemployed,1,7144,954,6019,0.708,0.781,0.724,0.85,1,0.853,1424,1931,0.599,1308,0.083,1,554,No
48,MA,graduate,unemployed,1,5926,1101,4666,0.821,0.874,0.798,0.836,1,0.694,1192,677,0.237,631,0.229,0,568,No
44,FL,graduate,unemployed,1,8424,829,7117,0.876,0.842,0.775,0.98,2,0.775,954,2435,0.889,1201,0.252,1,584,No
49,IL,bachelors,unemployed,1,7687,921,5535,0.603,0.74,0.796,0.5,6,0.513,1583,691,0.367,1387,0.3,1,548,No
36,MA,some_college,unemployed,1,8392,684,6794,0.86,0.771,0.838,0.879,5,0.783,2468,716,0.404,891,0.225,1,571,No
